precinto,unidad,colegio
2,9,1
2,9,2
2,9,3
2,10,1
2,10,2
2,11,1
2,11,2
2,11,3
2,11,4
2,11,5
2,12,1
2,12,2
2,13,1
2,13,2
2,13,3
2,13,4
2,13,5
2,14,1
2,14,2
2,14,3
2,14,4
2,15,1
2,15,2
2,15,3
2,16,1
2,16,2
2,16,3
2,16,4
2,16,5
2,17,1
2,17,2
2,17,3
2,17,4
2,18,1
2,18,2
2,18,3
2,19,1
2,19,2
2,20,1
2,20,2
2,20,3
2,21,1
2,21,2
2,21,3
2,22,1
2,22,2
2,22,3
2,23,1
2,23,2
2,24,1
2,24,2
2,24,3
2,25,1
2,25,2
2,25,3
2,25,4
2,26,1
2,26,2
2,27,1
2,27,2
2,27,3
2,27,4
2,28,1
2,28,2
2,28,3
2,74,1
2,74,2
2,74,3
2,74,4
2,74,5
2,74,6
2,74,7
2,74,8
2,74,9
2,74,10
2,74,11
2,74,12
2,75,1
2,75,2
2,77,1
2,77,2
2,77,3
2,77,4
2,77,5
2,78,1
2,78,2
2,78,3
2,79,1
3,1,1
3,1,2
3,1,3
3,2,1
3,2,2
3,3,1
3,3,2
3,3,3
3,3,4
3,4,1
3,4,2
3,4,3
3,4,4
3,4,5
3,4,6
3,4,7
3,5,1
3,5,2
3,5,3
3,6,1
3,6,2
3,6,3
3,6,4
3,7,1
3,7,2
3,7,3
3,7,4
3,7,5
3,7,6
3,7,7
3,8,1
3,8,2
3,8,3
3,8,4
3,9,1
3,9,2
3,10,1
3,10,2
3,10,3
3,10,4
3,10,5
3,11,1
3,11,2
3,12,1
3,12,2
3,12,3
3,12,4
3,13,1
3,13,2
3,13,3
3,13,4
3,14,1
3,14,2
3,14,3
3,14,4
3,15,1
3,16,1
3,16,2
3,16,3
3,16,4
3,16,5
3,17,1
3,17,2
3,17,3
3,18,1
3,18,2
3,18,3
3,18,4
3,18,5
3,19,1
3,20,1
3,20,2
3,20,3
3,20,4
3,20,5
3,20,6
3,20,7
3,21,1
3,21,2
3,22,1
3,22,2
3,22,3
3,23,1
3,23,2
3,24,1
3,25,1
3,26,1
3,26,2
3,26,3
3,26,4
3,26,5
3,27,1
3,27,2
3,28,1
3,28,2
3,28,3
3,28,4
3,28,5
3,74,1
3,74,2
3,74,3
3,74,4
3,74,5
3,74,6
3,74,7
3,74,8
3,74,9
3,74,10
3,74,11
3,75,1
3,75,2
3,77,1
3,77,2
3,77,3
3,77,4
3,77,5
3,78,1
3,78,2
3,78,3
3,79,1
3,79,2
3,79,3
4,1,1
4,1,2
4,1,3
4,2,1
4,2,2
4,2,3
4,2,4
4,2,5
4,2,6
4,3,1
4,3,2
4,3,3
4,3,4
4,3,5
4,3,6
4,4,1
4,4,2
4,4,3
4,4,4
4,4,5
4,4,6
4,4,7
4,5,1
4,5,2
4,5,3
4,5,4
4,6,1
4,6,2
4,6,3
4,6,4
4,6,5
4,6,6
4,7,1
4,7,2
4,7,3
4,7,4
4,7,5
4,8,1
4,8,2
4,9,1
4,9,2
4,9,3
4,10,1
4,10,2
4,11,1
4,11,2
4,12,1
4,12,2
4,12,3
4,12,4
4,13,1
4,13,2
4,13,3
4,13,4
4,14,1
4,14,2
4,14,3
4,15,1
4,15,2
4,15,3
4,15,4
4,15,5
4,16,1
4,16,2
4,16,3
4,16,4
4,16,5
4,17,1
4,17,2
4,18,1
4,18,2
4,18,3
4,19,1
4,19,2
4,19,3
4,19,4
4,19,5
4,19,6
4,20,1
4,20,2
4,20,3
4,20,4
4,21,1
4,21,2
4,21,3
4,21,4
4,22,1
4,22,2
4,22,3
4,22,4
4,22,5
4,22,6
4,23,1
4,23,2
4,23,3
4,23,4
4,23,5
4,24,1
4,24,2
4,24,3
4,24,4
4,24,5
4,24,6
4,25,1
4,25,2
4,25,3
4,25,4
4,26,1
4,26,2
4,26,3
4,27,1
4,27,2
4,27,3
4,74,1
4,74,2
4,74,3
4,74,4
4,74,5
4,74,6
4,74,7
4,74,8
4,74,9
4,74,10
4,74,11
4,74,12
4,74,13
4,74,14
4,74,15
4,74,16
4,74,17
4,74,18
4,74,19
4,74,20
4,74,21
4,74,22
4,74,23
4,74,24
4,74,25
4,74,26
4,74,27
4,75,1
4,77,1
4,77,2
4,77,3
4,77,4
4,77,5
4,78,1
4,78,2
4,78,3
4,78,4
4,79,1
5,1,1
5,1,2
5,2,1
5,2,2
5,2,3
5,2,4
5,2,5
5,3,1
5,3,2
5,4,1
5,4,2
5,4,3
5,4,4
5,4,5
5,4,6
5,5,1
5,5,2
5,6,1
5,6,2
5,6,3
5,6,4
5,7,1
5,7,2
5,7,3
5,8,1
5,8,2
5,8,3
5,8,4
5,8,5
5,8,6
5,74,1
5,74,2
5,74,3
5,74,4
5,75,1
5,77,1
5,77,2
5,77,3
5,77,4
5,77,5
5,78,1
5,78,2
5,78,3
5,79,1
6,1,1
6,1,2
6,1,3
6,2,1
6,2,2
6,2,3
6,2,4
6,2,5
6,2,6
6,2,7
6,3,1
6,3,2
6,3,3
6,4,1
6,4,2
6,4,3
6,4,4
6,4,5
6,4,6
6,4,7
6,5,1
6,5,2
6,6,1
6,6,2
6,6,3
6,6,4
6,7,1
6,7,2
6,8,1
6,8,2
6,8,3
6,8,4
6,9,1
6,9,2
6,9,3
6,10,1
6,10,2
6,10,3
6,10,4
6,11,1
6,11,2
6,11,3
6,12,1
6,12,2
6,13,1
6,13,2
6,13,3
6,14,1
6,14,2
6,74,1
6,74,2
6,74,3
6,74,4
6,74,5
6,74,6
6,74,7
6,74,8
6,74,9
6,74,10
6,74,11
6,74,12
6,75,1
6,77,1
6,77,2
6,77,3
6,77,4
6,77,5
6,78,1
6,78,2
6,78,3
6,79,1
6,79,2
7,1,1
7,1,2
7,1,3
7,1,4
7,2,1
7,2,2
7,3,1
7,3,2
7,3,3
7,4,1
7,4,2
7,4,3
7,4,4
7,4,5
7,5,1
7,5,2
7,5,3
7,5,4
7,5,5
7,6,1
7,6,2
7,6,3
7,7,1
7,8,1
7,8,2
7,8,3
7,8,4
7,8,5
7,8,6
7,8,7
7,8,8
7,8,9
7,9,1
7,9,2
7,9,3
7,10,1
7,10,2
7,10,3
7,10,4
7,10,5
7,10,6
7,10,7
7,11,1
7,11,2
7,11,3
7,12,1
7,12,2
7,12,3
7,12,4
7,12,5
7,13,1
7,13,2
7,13,3
7,14,1
7,15,1
7,15,2
7,15,3
7,16,1
7,16,2
7,17,1
7,17,2
7,17,3
7,17,4
7,18,1
7,18,2
7,19,1
7,19,2
7,20,1
7,20,2
7,20,3
7,74,1
7,74,2
7,74,3
7,74,4
7,74,5
7,74,6
7,74,7
7,74,8
7,74,9
7,74,10
7,74,11
7,74,12
7,74,13
7,74,14
7,74,15
7,74,16
7,75,1
7,77,1
7,77,2
7,77,3
7,77,4
7,77,5
7,78,1
7,78,2
7,78,3
7,79,1
7,79,2
8,1,1
8,1,2
8,2,1
8,2,2
8,2,3
8,2,4
8,2,5
8,3,1
8,3,2
8,3,3
8,3,4
8,3,5
8,4,1
8,4,2
8,5,1
8,5,2
8,5,3
8,6,1
8,6,2
8,6,3
8,6,4
8,6,5
8,6,6
8,6,7
8,7,1
8,7,2
8,7,3
8,7,4
8,7,5
8,8,1
8,8,2
8,9,1
8,9,2
8,9,3
8,9,4
8,9,5
8,74,1
8,74,2
8,74,3
8,74,4
8,74,5
8,74,6
8,74,7
8,74,8
8,74,9
8,75,1
8,75,2
8,77,1
8,77,2
8,77,3
8,77,4
8,77,5
8,78,1
8,78,2
8,78,3
8,79,1
9,1,1
9,2,1
9,2,2
9,2,3
9,2,4
9,74,1
9,74,2
9,75,1
9,75,2
9,77,1
9,77,2
9,77,3
9,77,4
9,77,5
9,78,1
9,78,2
9,78,3
9,79,1
10,1,1
10,1,2
10,1,3
10,1,4
10,2,1
10,2,2
10,3,1
10,3,2
10,3,3
10,3,4
10,4,1
10,4,2
10,4,3
10,4,4
10,4,5
10,5,1
10,5,2
10,5,3
10,5,4
10,5,5
10,6,1
10,6,2
10,6,3
10,6,4
10,7,1
10,7,2
10,7,3
10,7,4
10,7,5
10,8,1
10,8,2
10,8,3
10,9,1
10,9,2
10,9,3
10,9,4
10,9,5
10,10,1
10,10,2
10,10,3
10,10,4
10,10,5
10,11,1
10,11,2
10,11,3
10,12,1
10,12,2
10,12,3
10,13,1
10,13,2
10,14,1
10,14,2
10,14,3
10,14,4
10,14,5
10,15,1
10,15,2
10,15,3
10,15,4
10,16,1
10,16,2
10,16,3
10,17,1
10,17,2
10,17,3
10,18,1
10,18,2
10,19,1
10,19,2
10,19,3
10,19,4
10,20,1
10,20,2
10,20,3
10,21,1
10,21,2
10,21,3
10,21,4
10,22,1
10,22,2
10,22,3
10,22,4
10,22,5
10,23,1
10,23,2
10,23,3
10,23,4
10,23,5
10,24,1
10,24,2
10,24,3
10,24,4
10,25,1
10,25,2
10,25,3
10,25,4
10,26,1
10,26,2
10,26,3
10,27,1
10,27,2
10,27,3
10,28,1
10,28,2
10,28,3
10,28,4
10,28,5
10,74,1
10,74,2
10,74,3
10,74,4
10,74,5
10,74,6
10,75,1
10,75,2
10,77,1
10,77,2
10,77,3
10,77,4
10,77,5
10,78,1
10,78,2
10,78,3
10,79,1
11,1,1
11,1,2
11,1,3
11,2,1
11,2,2
11,2,3
11,2,4
11,2,5
11,2,6
11,3,1
11,3,2
11,3,3
11,4,1
11,4,2
11,4,3
11,4,4
11,4,5
11,5,1
11,5,2
11,5,3
11,5,4
11,5,5
11,5,6
11,6,1
11,6,2
11,6,3
11,6,4
11,7,1
11,7,2
11,7,3
11,8,1
11,8,2
11,8,3
11,9,1
11,9,2
11,9,3
11,9,4
11,9,5
11,10,1
11,10,2
11,10,3
11,11,1
11,11,2
11,11,3
11,12,1
11,12,2
11,12,3
11,13,1
11,13,2
11,14,1
11,14,2
11,14,3
11,14,4
11,15,1
11,15,2
11,15,3
11,15,4
11,15,5
11,15,6
11,16,1
11,16,2
11,16,3
11,16,4
11,16,5
11,16,6
11,17,1
11,17,2
11,18,1
11,18,2
11,18,3
11,18,4
11,19,1
11,19,2
11,20,1
11,20,2
11,20,3
11,20,4
11,20,5
11,21,1
11,21,2
11,21,3
11,21,4
11,22,1
11,22,2
11,22,3
11,22,4
11,22,5
11,23,1
11,23,2
11,24,1
11,24,2
11,25,1
11,25,2
11,25,3
11,25,4
11,25,5
11,26,1
11,26,2
11,26,3
11,26,4
11,26,5
11,74,1
11,74,2
11,74,3
11,74,4
11,75,1
11,75,2
11,77,1
11,77,2
11,77,3
11,77,4
11,77,5
11,78,1
11,78,2
11,78,3
12,1,1
12,1,2
12,2,1
12,2,2
12,2,3
12,2,4
12,2,5
12,3,1
12,3,2
12,3,3
12,3,4
12,4,1
12,4,2
12,4,3
12,4,4
12,4,5
12,4,6
12,5,1
12,5,2
12,6,1
12,6,2
12,6,3
12,74,1
12,74,2
12,75,1
12,77,1
12,77,2
12,77,3
12,77,4
12,77,5
12,78,1
12,78,2
12,78,3
13,1,1
13,1,2
13,1,3
13,1,4
13,1,5
13,2,1
13,2,2
13,2,3
13,2,4
13,3,1
13,3,2
13,3,3
13,3,4
13,3,5
13,3,6
13,3,7
13,4,1
13,4,2
13,4,3
13,4,4
13,4,5
13,4,6
13,4,7
13,5,1
13,5,2
13,5,3
13,5,4
13,5,5
13,6,1
13,6,2
13,6,3
13,6,4
13,6,5
13,6,6
13,7,1
13,7,2
13,7,3
13,7,4
13,7,5
13,7,6
13,8,1
13,8,2
13,8,3
13,9,1
13,9,2
13,9,3
13,10,1
13,10,2
13,10,3
13,10,4
13,10,5
13,10,6
13,11,1
13,11,2
13,11,3
13,11,4
13,11,5
13,11,6
13,11,7
13,11,8
13,11,9
13,11,10
13,11,11
13,12,1
13,12,2
13,12,3
13,13,1
13,13,2
13,13,3
13,13,4
13,13,5
13,14,1
13,14,2
13,14,3
13,14,4
13,14,5
13,74,1
13,74,2
13,74,3
13,74,4
13,74,5
13,74,6
13,74,7
13,74,8
13,74,9
13,74,10
13,74,11
13,75,1
13,77,1
13,77,2
13,77,3
13,77,4
13,77,5
13,78,1
13,78,2
13,78,3
14,1,1
14,1,2
14,1,3
14,1,4
14,2,1
14,2,2
14,2,3
14,2,4
14,3,1
14,3,2
14,3,3
14,3,4
14,3,5
14,3,6
14,3,7
14,4,1
14,4,2
14,4,3
14,4,4
14,4,5
14,5,1
14,5,2
14,6,1
14,6,2
14,7,1
14,7,2
14,7,3
14,8,1
14,8,2
14,8,3
14,8,4
14,8,5
14,8,6
14,8,7
14,8,8
14,9,1
14,9,2
14,9,3
14,9,4
14,9,5
14,9,6
14,10,1
14,11,1
14,11,2
14,11,3
14,12,1
14,12,2
14,12,3
14,12,4
14,12,5
14,12,6
14,12,7
14,12,8
14,13,1
14,13,2
14,13,3
14,13,4
14,13,5
14,13,6
14,14,1
14,14,2
14,14,3
14,15,1
14,15,2
14,15,3
14,15,4
14,15,5
14,15,6
14,16,1
14,16,2
14,17,1
14,17,2
14,17,3
14,17,4
14,17,5
14,17,6
14,18,1
14,18,2
14,18,3
14,18,4
14,18,5
14,19,1
14,19,2
14,19,3
14,19,4
14,19,5
14,20,1
14,20,2
14,20,3
14,20,4
14,20,5
14,20,6
14,20,7
14,20,8
14,20,9
14,74,1
14,74,2
14,74,3
14,74,4
14,74,5
14,74,6
14,74,7
14,74,8
14,74,9
14,74,10
14,74,11
14,74,12
14,74,13
14,74,14
14,74,15
14,74,16
14,74,17
14,74,18
14,74,19
14,74,20
14,74,21
14,74,22
14,74,23
14,74,24
14,74,25
14,75,1
14,77,1
14,77,2
14,77,3
14,77,4
14,77,5
14,78,1
14,78,2
14,78,3
15,1,1
15,1,2
15,1,3
15,1,4
15,1,5
15,1,6
15,2,1
15,2,2
15,2,3
15,2,4
15,3,1
15,3,2
15,3,3
15,3,4
15,3,5
15,4,1
15,4,2
15,4,3
15,4,4
15,4,5
15,4,6
15,4,7
15,5,1
15,5,2
15,5,3
15,5,4
15,5,5
15,5,6
15,5,7
15,5,8
15,5,9
15,6,1
15,6,2
15,6,3
15,6,4
15,6,5
15,6,6
15,6,7
15,6,8
15,7,1
15,7,2
15,7,3
15,7,4
15,7,5
15,7,6
15,7,7
15,8,1
15,8,2
15,8,3
15,9,1
15,9,2
15,74,1
15,74,2
15,74,3
15,74,4
15,74,5
15,74,6
15,74,7
15,74,8
15,74,9
15,74,10
15,75,1
15,77,1
15,77,2
15,77,3
15,77,4
15,77,5
15,78,1
15,78,2
15,78,3
15,79,1
15,79,2
16,1,1
16,1,2
16,2,1
16,2,2
16,2,3
16,2,4
16,2,5
16,3,1
16,3,2
16,3,3
16,4,1
16,4,2
16,4,3
16,4,4
16,5,1
16,5,2
16,5,3
16,5,4
16,5,5
16,5,6
16,6,1
16,6,2
16,7,1
16,8,1
16,8,2
16,8,3
16,8,4
16,9,1
16,9,2
16,9,3
16,9,4
16,10,1
16,10,2
16,74,1
16,74,2
16,74,3
16,74,4
16,74,5
16,74,6
16,75,1
16,75,2
16,75,3
16,77,1
16,77,2
16,77,3
16,77,4
16,77,5
16,78,1
16,78,2
16,78,3
17,1,1
17,1,2
17,1,3
17,2,1
17,3,1
17,3,2
17,3,3
17,3,4
17,3,5
17,4,1
17,4,2
17,5,1
17,74,1
17,74,2
17,75,1
17,75,2
17,77,1
17,77,2
17,77,3
17,77,4
17,77,5
17,78,1
17,78,2
17,78,3
18,1,1
18,1,2
18,1,3
18,1,4
18,2,1
18,2,2
18,2,3
18,2,4
18,3,1
18,3,2
18,3,3
18,4,1
18,5,1
18,5,2
18,5,3
18,5,4
18,6,1
18,6,2
18,7,1
18,7,2
18,7,3
18,7,4
18,8,1
18,8,2
18,8,3
18,8,4
18,9,1
18,9,2
18,9,3
18,10,1
18,10,2
18,10,3
18,10,4
18,74,1
18,74,2
18,74,3
18,74,4
18,74,5
18,75,1
18,75,2
18,77,1
18,77,2
18,77,3
18,77,4
18,77,5
18,78,1
18,78,2
18,78,3
18,79,1
19,1,1
19,1,2
19,1,3
19,1,4
19,1,5
19,1,6
19,2,1
19,2,2
19,2,3
19,2,4
19,3,1
19,3,2
19,3,3
19,4,1
19,4,2
19,4,3
19,5,1
19,5,2
19,5,3
19,5,4
19,5,5
19,5,6
19,5,7
19,6,1
19,6,2
19,6,3
19,6,4
19,6,5
19,6,6
19,7,1
19,7,2
19,8,1
19,9,1
19,9,2
19,9,3
19,10,1
19,10,2
19,11,1
19,74,1
19,74,2
19,74,3
19,74,4
19,74,5
19,75,1
19,75,2
19,75,3
19,75,4
19,77,1
19,77,2
19,77,3
19,77,4
19,77,5
19,78,1
19,78,2
19,78,3
19,79,1
20,1,1
20,1,2
20,2,1
20,2,2
20,2,3
20,2,4
20,3,1
20,3,2
20,3,3
20,4,1
20,4,2
20,4,3
20,4,4
20,5,1
20,5,2
20,5,3
20,5,4
20,6,1
20,6,2
20,6,3
20,6,4
20,6,5
20,6,6
20,7,1
20,7,2
20,7,3
20,7,4
20,7,5
20,8,1
20,8,2
20,8,3
20,9,1
20,10,1
20,10,2
20,11,1
20,12,1
20,12,2
20,13,1
20,13,2
20,14,1
20,14,2
20,14,3
20,14,4
20,74,1
20,74,2
20,74,3
20,74,4
20,74,5
20,74,6
20,74,7
20,74,8
20,74,9
20,74,10
20,74,11
20,75,1
20,75,2
20,77,1
20,77,2
20,77,3
20,77,4
20,77,5
20,78,1
20,78,2
20,78,3
21,1,1
21,2,1
21,2,2
21,2,3
21,2,4
21,2,5
21,3,1
21,3,2
21,3,3
21,4,1
21,4,2
21,5,1
21,5,2
21,5,3
21,5,4
21,5,5
21,6,1
21,6,2
21,6,3
21,6,4
21,7,1
21,7,2
21,7,3
21,7,4
21,74,1
21,74,2
21,74,3
21,74,4
21,75,1
21,75,2
21,77,1
21,77,2
21,77,3
21,77,4
21,77,5
21,78,1
21,78,2
21,78,3
21,79,1
22,1,1
22,1,2
22,1,3
22,2,1
22,2,2
22,2,3
22,3,1
22,3,2
22,3,3
22,3,4
22,3,5
22,4,1
22,4,2
22,5,1
22,5,2
22,6,1
22,6,2
22,6,3
22,6,4
22,7,1
22,7,2
22,8,1
22,8,2
22,8,3
22,9,1
22,9,2
22,9,3
22,9,4
22,74,1
22,74,2
22,74,3
22,74,4
22,75,1
22,75,2
22,75,3
22,77,1
22,77,2
22,77,3
22,77,4
22,77,5
22,78,1
22,78,2
22,78,3
23,1,1
23,1,2
23,1,3
23,1,4
23,2,1
23,2,2
23,2,3
23,2,4
23,2,5
23,3,1
23,3,2
23,3,3
23,4,1
23,4,2
23,4,3
23,5,1
23,5,2
23,5,3
23,5,4
23,6,1
23,6,2
23,6,3
23,7,1
23,7,2
23,8,1
23,9,1
23,9,2
23,10,1
23,11,1
23,11,2
23,11,3
23,74,1
23,74,2
23,74,3
23,74,4
23,74,5
23,74,6
23,75,1
23,75,2
23,77,1
23,77,2
23,77,3
23,77,4
23,77,5
23,78,1
23,78,2
23,78,3
24,1,1
24,1,2
24,2,1
24,2,2
24,2,3
24,2,4
24,3,1
24,3,2
24,3,3
24,3,4
24,4,1
24,4,2
24,4,3
24,5,1
24,5,2
24,6,1
24,7,1
24,74,1
24,74,2
24,74,3
24,74,4
24,75,1
24,77,1
24,77,2
24,77,3
24,77,4
24,77,5
24,78,1
24,78,2
24,78,3
25,1,1
25,1,2
25,1,3
25,1,4
25,1,5
25,1,6
25,2,1
25,2,2
25,2,3
25,2,4
25,2,5
25,3,1
25,3,2
25,3,3
25,3,4
25,4,1
25,4,2
25,4,3
25,4,4
25,5,1
25,5,2
25,5,3
25,5,4
25,6,1
25,6,2
25,6,3
25,6,4
25,7,1
25,7,2
25,7,3
25,7,4
25,7,5
25,7,6
25,8,1
25,8,2
25,8,3
25,74,1
25,74,2
25,74,3
25,74,4
25,74,5
25,74,6
25,74,7
25,74,8
25,74,9
25,74,10
25,74,11
25,75,1
25,75,2
25,75,3
25,75,4
25,75,5
25,75,6
25,75,7
25,77,1
25,77,2
25,77,3
25,77,4
25,77,5
25,78,1
25,78,2
25,78,3
26,1,1
26,1,2
26,1,3
26,1,4
26,2,1
26,3,1
26,3,2
26,3,3
26,3,4
26,3,5
26,3,6
26,3,7
26,4,1
26,4,2
26,4,3
26,4,4
26,5,1
26,74,1
26,74,2
26,75,1
26,75,2
26,75,3
26,77,1
26,77,2
26,77,3
26,77,4
26,77,5
26,78,1
26,78,2
26,78,3
27,1,1
27,1,2
27,1,3
27,1,4
27,1,5
27,1,6
27,1,7
27,2,1
27,3,1
27,4,1
27,5,1
27,5,2
27,5,3
27,5,4
27,5,5
27,5,6
27,5,7
27,6,1
27,7,1
27,7,2
27,7,3
27,7,4
27,8,1
27,8,2
27,8,3
27,8,4
27,8,5
27,9,1
27,9,2
27,9,3
27,9,4
27,10,1
27,11,1
27,11,2
27,12,1
27,12,2
27,13,1
27,13,2
27,13,3
27,13,4
27,13,5
27,13,6
27,13,7
27,14,1
27,14,2
27,15,1
27,15,2
27,15,3
27,15,4
27,15,5
27,15,6
27,16,1
27,16,2
27,16,3
27,16,4
27,16,5
27,17,1
27,18,1
27,18,2
27,18,3
27,18,4
27,18,5
27,18,6
27,19,1
27,19,2
27,20,1
27,20,2
27,21,1
27,21,2
27,21,3
27,21,4
27,21,5
27,21,6
27,21,7
27,21,8
27,22,1
27,22,2
27,23,1
27,23,2
27,23,3
27,23,4
27,23,5
27,23,6
27,24,1
27,24,2
27,25,1
27,25,2
27,25,3
27,25,4
27,25,5
27,26,1
27,27,1
27,27,2
27,74,1
27,74,2
27,74,3
27,74,4
27,74,5
27,74,6
27,74,7
27,74,8
27,74,9
27,74,10
27,74,11
27,74,12
27,74,13
27,75,1
27,75,2
27,75,3
27,75,4
27,75,5
27,77,1
27,77,2
27,77,3
27,77,4
27,77,5
27,78,1
27,78,2
27,78,3
27,79,1
27,79,2
28,1,1
28,1,2
28,1,3
28,1,4
28,1,5
28,2,1
28,2,2
28,3,1
28,3,2
28,3,3
28,3,4
28,3,5
28,74,1
28,74,2
28,75,1
28,75,2
28,77,1
28,77,2
28,77,3
28,77,4
28,77,5
28,78,1
28,78,2
28,78,3
29,1,1
29,1,2
29,1,3
29,1,4
29,2,1
29,2,2
29,2,3
29,3,1
29,3,2
29,3,3
29,3,4
29,3,5
29,4,1
29,4,2
29,4,3
29,4,4
29,4,5
29,4,6
29,5,1
29,5,2
29,5,3
29,5,4
29,5,5
29,6,1
29,6,2
29,6,3
29,7,1
29,7,2
29,7,3
29,7,4
29,8,1
29,8,2
29,8,3
29,8,4
29,8,5
29,8,6
29,74,1
29,74,2
29,74,3
29,74,4
29,74,5
29,75,1
29,77,1
29,77,2
29,77,3
29,77,4
29,77,5
29,78,1
29,78,2
29,78,3
30,1,1
30,1,2
30,1,3
30,1,4
30,2,1
30,2,2
30,2,3
30,2,4
30,2,5
30,2,6
30,2,7
30,3,1
30,3,2
30,4,1
30,4,2
30,4,3
30,4,4
30,4,5
30,5,1
30,6,1
30,6,2
30,6,3
30,7,1
30,8,1
30,8,2
30,8,3
30,8,4
30,9,1
30,9,2
30,9,3
30,10,1
30,10,2
30,10,3
30,10,4
30,10,5
30,11,1
30,11,2
30,11,3
30,12,1
30,12,2
30,12,3
30,13,1
30,14,1
30,14,2
30,15,1
30,15,2
30,15,3
30,15,4
30,16,1
30,16,2
30,74,1
30,74,2
30,74,3
30,74,4
30,74,5
30,74,6
30,74,7
30,74,8
30,74,9
30,74,10
30,74,11
30,74,12
30,74,13
30,74,14
30,74,15
30,74,16
30,74,17
30,74,18
30,75,1
30,75,2
30,75,3
30,77,1
30,77,2
30,77,3
30,77,4
30,77,5
30,78,1
30,78,2
30,78,3
31,1,1
31,1,2
31,2,1
31,2,2
31,2,3
31,3,1
31,3,2
31,3,3
31,3,4
31,3,5
31,4,1
31,4,2
31,5,1
31,5,2
31,5,3
31,5,4
31,5,5
31,5,6
31,6,1
31,6,2
31,6,3
31,6,4
31,6,5
31,6,6
31,7,1
31,7,2
31,7,3
31,8,1
31,8,2
31,9,1
31,10,1
31,10,2
31,11,1
31,11,2
31,11,3
31,74,1
31,74,2
31,74,3
31,74,4
31,74,5
31,74,6
31,74,7
31,74,8
31,74,9
31,75,1
31,75,2
31,75,3
31,75,4
31,77,1
31,77,2
31,77,3
31,77,4
31,77,5
31,78,1
31,78,2
31,78,3
31,79,1
32,1,1
32,1,2
32,1,3
32,1,4
32,1,5
32,1,6
32,2,1
32,2,2
32,2,3
32,3,1
32,3,2
32,4,1
32,4,2
32,4,3
32,5,1
32,5,2
32,5,3
32,6,1
32,6,2
32,6,3
32,7,1
32,7,2
32,7,3
32,8,1
32,9,1
32,9,2
32,9,3
32,10,1
32,10,2
32,11,1
32,12,1
32,13,1
32,13,2
32,14,1
32,14,2
32,14,3
32,14,4
32,15,1
32,15,2
32,16,1
32,16,2
32,16,3
32,17,1
32,17,2
32,18,1
32,18,2
32,18,3
32,18,4
32,18,5
32,19,1
32,19,2
32,19,3
32,19,4
32,20,1
32,20,2
32,20,3
32,21,1
32,21,2
32,22,1
32,22,2
32,74,1
32,74,2
32,74,3
32,74,4
32,74,5
32,74,6
32,74,7
32,74,8
32,74,9
32,74,10
32,74,11
32,75,1
32,75,2
32,75,3
32,75,4
32,77,1
32,77,2
32,77,3
32,77,4
32,77,5
32,78,1
32,78,2
32,78,3
33,1,1
33,1,2
33,1,3
33,1,4
33,2,1
33,2,2
33,2,3
33,3,1
33,3,2
33,4,1
33,4,2
33,5,1
33,6,1
33,6,2
33,6,3
33,7,1
33,7,2
33,7,3
33,7,4
33,8,1
33,8,2
33,8,3
33,8,4
33,9,1
33,10,1
33,10,2
33,10,3
33,10,4
33,10,5
33,11,1
33,11,2
33,12,1
33,12,2
33,12,3
33,12,4
33,13,1
33,13,2
33,13,3
33,13,4
33,14,1
33,14,2
33,15,1
33,15,2
33,15,3
33,15,4
33,16,1
33,17,1
33,17,2
33,18,1
33,18,2
33,18,3
33,19,1
33,19,2
33,19,3
33,19,4
33,19,5
33,20,1
33,20,2
33,74,1
33,74,2
33,74,3
33,74,4
33,74,5
33,74,6
33,74,7
33,74,8
33,74,9
33,74,10
33,74,11
33,74,12
33,75,1
33,75,2
33,75,3
33,75,4
33,75,5
33,77,1
33,77,2
33,77,3
33,77,4
33,77,5
33,78,1
33,78,2
33,78,3
34,1,1
34,1,2
34,2,1
34,2,2
34,2,3
34,3,1
34,3,2
34,4,1
34,4,2
34,4,3
34,5,1
34,5,2
34,5,3
34,6,1
34,7,1
34,7,2
34,8,1
34,8,2
34,9,1
34,74,1
34,74,2
34,74,3
34,74,4
34,75,1
34,77,1
34,77,2
34,77,3
34,77,4
34,77,5
34,78,1
34,78,2
34,78,3
34,79,1
34,79,2
35,1,1
35,1,2
35,1,3
35,2,1
35,2,2
35,2,3
35,3,1
35,3,2
35,3,3
35,3,4
35,4,1
35,4,2
35,5,1
35,5,2
35,5,3
35,5,4
35,6,1
35,6,2
35,6,3
35,7,1
35,7,2
35,8,1
35,8,2
35,8,3
35,8,4
35,8,5
35,8,6
35,9,1
35,9,2
35,9,3
35,10,1
35,10,2
35,10,3
35,11,1
35,11,2
35,11,3
35,11,4
35,12,1
35,12,2
35,12,3
35,12,4
35,12,5
35,12,6
35,13,1
35,13,2
35,13,3
35,14,1
35,14,2
35,14,3
35,15,1
35,15,2
35,15,3
35,15,4
35,16,1
35,16,2
35,16,3
35,17,1
35,17,2
35,17,3
35,17,4
35,17,5
35,18,1
35,18,2
35,18,3
35,19,1
35,19,2
35,19,3
35,19,4
35,74,1
35,74,2
35,74,3
35,74,4
35,74,5
35,74,6
35,74,7
35,74,8
35,74,9
35,74,10
35,74,11
35,74,12
35,74,13
35,75,1
35,75,2
35,77,1
35,77,2
35,77,3
35,77,4
35,77,5
35,78,1
